Name,Number,Full_Name,Number_of_GenEd,Gen_Ed_1,Gen_Ed_2
APPL,240,Developing Your Sixth Sense: Designing Sensors and Electrical Circuits to Make Measurements,0,,
APPL,260,Materials Science and Engineering: Living in a Material World,0,,
APPL,101,Exploring Engineering,1,FC-NATSCI,
APPL,116,"Electronics for Measurement, Control, and the Internet of Things",0,,
APPL,285,Fluid Relationships:  An Intuition Building Approach to Fluid Mechanics,0,,
APPL,350,Data Science for Applied Science and Engineering,0,,
APPL,385,"Transport: Flow of Force, Matter, and Energy through the Biosphere",0,,
APPL,114,Arduino Bootcamp: A deep introduction for beginners,0,,
APPL,115,Raspberry Pi Bootcamp,0,,
APPL,462,"Engineering Materials: Properties, Selection and Design",0,,
APPL,295,Research in Applied Physical Sciences,0,,
APPL,296,Independent Study in Applied Sciences and Engineering,0,,
APPL,496,Independent Study in Applied Physical Sciences,0,,
APPL,463,Bioelectronic Materials,0,,
APPL,89,First-Year Seminar: Special Topics,0,,
ARAB,102,Elementary Arabic II,0,,
ARAB,407,Readings in Arabic I,0,,
ARAB,408,Readings in Arabic II,0,,
ARAB,203,Intermediate Arabic I,0,,
ARAB,101,Elementary Arabic I,0,,
ARAB,204,Intermediate Arabic II,0,,
ARAB,150,Introduction to Arab Cultures,1,FC-AESTH or FC-KNOWING,
ARAB,305,Advanced Arabic I,0,,
ARAB,306,Advanced Arabic II,0,,
ARAB,434,Modern Arabic Literature in Translation,1,FC-AESTH or FC-KNOWING,
ARAB,151,Arabic Literature through the Ages,1,FC-AESTH or FC-KNOWING,
ARAB,308,Arabic Languages across the Curriculum Recitation,0,,
ARAB,496,Independent Readings in Arabic,0,,
ARAB,453,"Film, Nation, and Identity in the Arab World",1,FC-AESTH or FC-KNOWING,
ARAB,350,Women and Leadership in the Arab World,1,FC-GLOBAL or FC-VALUES,
ARAB,300,Arabic Grammar and Composition,0,,
ARAB,337,Borders and Walls in the Arab World,1,FC-AESTH or FC-POWER,
ARAB,214,Medicine in the Arab World,1,FC-GLOBAL or FC-KNOWING,
ARAB,255,Arab World Photography,1,FC-AESTH or FC-KNOWING,
ARAB,211,Arab Comics,1,FC-AESTH or FC-GLOBAL,
ARAB,432,Science and Society in the Middle East,1,FC-GLOBAL or FC-KNOWING,
ARAB,354,Everyday Lives in the Middle East: Anthropological Perspectives,1,FC-GLOBAL or FC-KNOWING,
ARCH,393,Internship in Archaeology,0,,
ARCH,395,Research in Archaeology,0,,
ARCH,396,Independent Study in Archaeology,0,,
ARMY,101,Introduction to the Army and Critical Thinking,0,,
ARMY,202,Army Doctrine and Team Development,0,,
ARMY,301,Army Training Management,0,,
ARMY,401,The Army Officer,0,,
ARMY,493,Army Leadership Expeditionary Training,0,,
ARMY,100,Leadership Laboratory,0,,
ARMY,102,Adaptive Leadership and Professional Competence,0,,
ARMY,201,Leadership and Decision Making,0,,
ARMY,302,Applied Leadership in Platoon Operations,0,,
ARMY,402,Company Grade Leadership,0,,
ARMY,196,Independent Study,0,,
ARMY,190,Seminar in Selected Topics of Military Science,0,,
ARTH,283,Picturing Paris: 1800-2000,1,FC-AESTH or FC-PAST,
ARTH,156,Introduction to Architecture,1,FC-AESTH or FC-GLOBAL,
ARTH,284,Modernism II: 1905-1960,1,FC-AESTH,
ARTH,151,History of Western Art I,1,FC-PAST,
ARTH,152,Art in Life: An Introduction to Western Art from the Renaissance to the Modern Period,1,FC-AESTH or FC-PAST,
ARTH,265,Medieval Iconography,0,,
ARTH,285,Art Since 1960,1,FC-AESTH,
ARTH,155,African Art Survey,1,FC-AESTH or FC-GLOBAL,
ARTH,450,The City as Monument,0,,
ARTH,471,Northern European Art of the 14th and 15th Centuries,0,,
ARTH,466,History of the Illuminated Book,0,,
ARTH,254,Women in the Visual Arts I,0,,
ARTH,451,Women in the Visual Arts II,0,,
ARTH,159,The Film Experience: Introduction to the Visual Study of Film,1,FC-AESTH,
ARTH,464,Greek Architecture,0,,
ARTH,465,Roman Architecture,1,FC-AESTH or FC-PAST,
ARTH,274,European Baroque Art,1,FC-AESTH,
ARTH,244,Greek Art and Archaeology,1,FC-AESTH or FC-PAST,
ARTH,476,Roman Painting,1,FC-AESTH or FC-PAST,
ARTH,396,Directed Readings in Art History,0,,
ARTH,160,Introduction to the Art and Architecture of Pre-Hispanic Mesoamerica,1,FC-PAST,
ARTH,474,Roman Sculpture,1,FC-AESTH or FC-PAST,
ARTH,151H,History of Western Art I,1,FC-PAST,
ARTH,152H,Art in Life: An Introduction to Western Art from the Renaissance to the Modern Period,1,FC-AESTH or FC-PAST,
ARTH,272,Northern European Art: Van Eyck to Bruegel,1,FC-AESTH,
ARTH,282,"Modernism I: Realism, Impressionism, Post-Impressionism",1,FC-AESTH,
ARTH,264,Medieval Art in Western Europe,0,,
ARTH,457,Studies in the History of Graphic Art,1,FC-AESTH or FC-PAST,
ARTH,275,18th-Century Art,1,FC-AESTH or FC-PAST,
ARTH,277,Art and Architecture of Viceregal Latin America,1,FC-AESTH or FC-GLOBAL,
ARTH,387,20th-Century African American Art,1,FC-AESTH or FC-KNOWING,
ARTH,150,The Visual World,1,FC-AESTH or FC-KNOWING,
ARTH,461,Greek Sculpture,0,,
ARTH,241,Art and Archaeology of the Ancient Near East,0,,
ARTH,242,Egyptian Art and Archaeology,1,FC-AESTH or FC-PAST,
ARTH,287,African American Art Survey,1,FC-AESTH or FC-POWER,
ARTH,61,First-Year Seminar: African American Art of the Carolinas,1,FC-AESTH,
ARTH,64,First-Year Seminar: Picturing Nature,0,,
ARTH,370,Visual Art in the Age of Revolution,1,FC-AESTH or FC-PAST,
ARTH,453,Africa in the American Imagination,0,,
ARTH,255,African Art and Culture,0,,
ARTH,472,"Early Modern Art, 1400-1750",0,,
ARTH,488,Contemporary African Art,1,FC-AESTH,
ARTH,353,Africa and Masks,0,,
ARTH,473,Early Modern and Modern Decorative Arts,1,FC-AESTH or FC-PAST,
ARTH,383,Modern Architecture,1,FC-AESTH or FC-PAST,
ARTH,54,"First-Year Seminar: Art, War, and Revolution",1,FC-AESTH or FC-PAST,
ARTH,267,Latin American Modernisms,1,FC-AESTH or FC-PAST,
ARTH,293,Art History Practicum,0,,
ARTH,469,Art of the Aztec Empire,1,FC-AESTH or FC-PAST,
ARTH,485,Art of the Harlem Renaissance,1,FC-AESTH or FC-PAST,
ARTH,66,"First-Year Seminar: Art, Money, and the Market",0,,
ARTH,247,Roman Art and Archaeology,1,FC-AESTH or FC-PAST,
ARTH,268,Hellenistic Art and Archaeology (350-31 BCE),1,FC-AESTH or FC-PAST,
ARTH,361,Saints in Medieval Art,0,,
ARTH,365,Late Medieval Art,0,,
ARTH,55,"First-Year Seminar: Art, Gender, and Power in Early Modern Europe",1,FC-AESTH or FC-PAST,
ARTH,55H,"First-Year Seminar: Art, Gender, and Power in Early Modern Europe",1,FC-AESTH or FC-PAST,
ARTH,391,Undergraduate Research Seminar,1,FC-AESTH,
ARTH,452,Brazilian Modernism,0,,
ARTH,265H,Medieval Iconography,0,,
ARTH,454,"Cathedrals, Abbeys, Castles: Gothic Art and Architecture, ca.1130-1500",0,,
ARTH,455,"City, Architecture, Art: Nuremberg as a European Artistic Center,1300-1600",0,,
ARTH,54H,"First-Year Seminar: Art, War, and Revolution",1,FC-AESTH or FC-PAST,
ARTH,472H,"Early Modern Art, 1400-1750",0,,
ARTH,89,First-Year Seminar: Special Topics,0,,
ARTH,290,Special Topics in Art History,0,,
ARTH,490,Special Topics in Art History,0,,
ARTH,390,Special Topics in Art History,0,,
ARTH,279,"The Arts in England, 1450-1650",1,FC-AESTH or FC-PAST,
ARTH,445,"The Mexican Mural Renaissance, 1921-1945",0,,
ARTH,368,The Renaissance Portrait,1,FC-AESTH or FC-PAST,
ARTH,385,Pop Art and Its Legacy,0,,
ARTH,450H,The City as Monument,0,,
ARTH,302,Fashioning Identities,1,FC-AESTH,
ARTH,360,The Art of Dying Well: Death and Commemoration in the Middle Ages and Early Modern Times,1,FC-AESTH,
ARTH,291,"Art, Culture, and Power in Africa",0,,
ARTH,294,Arts of Southern Africa,0,,
ARTH,297,Clothing and Textiles in Africa,1,FC-AESTH,
ARTH,299,Arts of West Africa,1,FC-AESTH or FC-GLOBAL,
ARTH,300,Art of African Independence,0,,
ARTH,303,Art and Colonialism: France in Africa/Africa in France,1,FC-POWER,
ARTH,330,"Art, History, and the Modern Museum",1,FC-AESTH or FC-PAST,
ARTH,304,Islam and African Art,0,,
ARTH,150H,The Visual World,1,FC-AESTH or FC-KNOWING,
ARTH,280,Picture That: History of Photography from Tintypes to Instagram,0,,
ARTH,281,Art of Exchange and Exploration: Early America and the Globe,1,FC-PAST,
ARTH,89H,First-Year Seminar: Special Topics,0,,
ARTH,269,"Cathedrals, Abbeys, Castles: Gothic Art and Architecture (c. 1130-1450)",0,,
ARTH,112,The Art of Animals: Africa and Beyond,0,,
ARTH,113,Art and Sports in the Americas,1,FC-PAST,
ARTH,111,Art and Death,0,,
ARTH,369,European Art and Sexuality,0,,
ARTH,51,"First-Year Seminar: Cathedrals, Abbeys, Castles: Gothic Art and Architecture (c. 1130-1450)",0,,
ARTH,161,Introduction to American Art,1,FC-AESTH or FC-PAST,
ARTH,85,First-Year Seminar: Art and Technology,0,,
ARTH,160H,Introduction to the Art and Architecture of Pre-Hispanic Mesoamerica,1,FC-PAST,
ARTH,200,Art and Fashion from Rome to Timbuktu,1,FC-AESTH or FC-GLOBAL,
ARTH,201,Making Material Histories: A Makerspace Course,1,FC-AESTH,
ARTH,400,German and Netherlandish Renaissance,0,,
ARTH,380,Life and Art in Ancient Pompeii,1,FC-AESTH or FC-PAST,
ARTH,279H,"The Arts in England, 1450-1650",1,FC-AESTH or FC-PAST,
ARTH,482,Art and Archaeology of Achaemenid Persia,0,,
ARTH,250,"Objects, Museums, and Meanings",0,,
ARTH,250H,"Objects, Museums, and Meanings",0,,
ARTH,59,First-Year Seminar: World's Fairs,0,,
ARTH,285H,Art Since 1960,1,FC-AESTH,
ARTH,310,From Charlemagne to Bauhaus: German Art and Architecture from the Middle Ages to Modern Time,1,FC-AESTH or FC-PAST,
ARTH,210,"The Visual Culture of News, Past and Present",1,FC-KNOWING or FC-PAST,
ARTH,401,"Seen, Unseen, and Suggested: Representation and Hollywood Film Censorship",1,FC-AESTH or FC-PAST,
ARTH,253,"Art History in Motion: Looking, Hearing, Sensing",1,FC-KNOWING,
ARTH,446,The Invention of the Modern Artist,1,FC-AESTH,
ARTH,484,"Culture on the Move: Art, Empire, and Restitution since 1800",1,FC-AESTH or FC-PAST,
ARTS,410,Public Art,1,FC-AESTH or FC-CREATE,
ARTS,290,Special Topics in Studio Art,0,,
ARTS,390,Special Topics in Studio Art,0,,
ARTS,428,Book Art,0,,
ARTS,490,Advanced Special Topics in Studio Art,0,,
ARTS,493,Studio Art Practicum or Internship,0,,
ARTS,353,"Phantasmagoria: Haunted Art, History, and Installation",1,FC-AESTH or FC-CREATE,
ARTS,343,MAKE: Art in the (New) Age,1,FC-AESTH or FC-CREATE,
ARTS,409,Art and Science: Merging Printmaking and Biology,1,FC-CREATE,
ARTS,409H,Art and Science: Merging Printmaking and Biology,1,FC-CREATE,
ARTS,363,"At the Radical Edge of Life: Art, Space, and Ecology",1,FC-AESTH or FC-CREATE,
ARTS,373,"Art, Rites and Rituals of Pilgrimage",1,FC-AESTH,
ARTS,105,Photography I,1,FC-AESTH or FC-CREATE,
ARTS,102,Two-Dimensional Design,0,,
ARTS,302,Painting II,1,FC-GLOBAL,
ARTS,313,Ceramic II,0,,
ARTS,415,Conceptual-Experimental Photography,0,,
ARTS,103,Sculpture I,1,FC-AESTH or FC-CREATE,
ARTS,104,Drawing I,1,FC-CREATE,
ARTS,324,Drawing II,0,,
ARTS,202,Painting I,1,FC-AESTH or FC-CREATE,
ARTS,213,Ceramic I,0,,
ARTS,208,Print I,1,FC-CREATE,
ARTS,214,Life Drawing,1,FC-AESTH or FC-CREATE,
ARTS,238,Screen Printing,1,FC-AESTH or FC-VALUES,
ARTS,402,Advanced Painting Projects,0,,
ARTS,413,Advanced Ceramic Projects,0,,
ARTS,418,Advanced Printmaking,0,,
ARTS,106,Video I,1,FC-CREATE,
ARTS,206,Video II,1,FC-CREATE,
ARTS,89,First-Year Seminar: Special Topics,0,,
ARTS,416,Advanced Video,0,,
ARTS,59,"First-Year Seminar: Time, A Doorway to Visual Expression",1,FC-AESTH or FC-CREATE,
ARTS,75,First-Year Seminar: Stories in Sight: The Narrative Image,0,,
ARTS,78,First-Year Seminar: The Visual Culture of Photography,0,,
ARTS,82,First-Year Seminar: Please Save This: Exploring Personal Histories through Visual Language,1,FC-AESTH or FC-CREATE,
ARTS,50,First-Year Seminar: The Artistic Temperament,1,FC-AESTH or FC-CREATE,
ARTS,417,Advanced Mixed Media Projects,0,,
ARTS,233,Wood Sculpture,1,FC-AESTH or FC-CREATE,
ARTS,243,Metal Sculpture,1,FC-AESTH or FC-CREATE,
ARTS,116,Introduction to Web Media,0,,
ARTS,358,Letterpress,0,,
ARTS,368,Print II,0,,
ARTS,355,The Practice of Representation: Portraiture in Photography,1,FC-AESTH or FC-CREATE,
ARTS,221,Color: Theory and Concept,0,,
ARTS,352,Abstract Painting,0,,
ARTS,354,Narrative Drawing,0,,
ARTS,50H,First-Year Seminar: The Artistic Temperament,1,FC-AESTH or FC-CREATE,
ARTS,105H,Photography I,1,FC-AESTH or FC-CREATE,
ARTS,132,Collage: Strategies for Thinking and Making,1,FC-AESTH or FC-CREATE,
ARTS,209,2D Animation,1,FC-CREATE,
ARTS,309,3D Animation,1,FC-CREATE,
ARTS,364,The Walking Seminar: A Territorial Investigation,1,FC-AESTH or FC-KNOWING,
ARTS,205,Photography II,1,FC-AESTH,
ARTS,222,New Technologies and Narrative Painting,1,FC-PAST,
ARTS,322,Narrative Painting,1,FC-AESTH or FC-CREATE,
ARTS,458,Photo Printmaking,0,,
ARTS,115,Darkroom Photography I,1,FC-AESTH or FC-CREATE,
ARTS,215,Darkroom Photography II,1,FC-AESTH or FC-CREATE,
ARTS,274,Landscapes of the Camino,1,FC-AESTH or FC-PAST,
ARTS,383,States of Change,0,,
ASIA,136,"History of India, Pakistan, and Bangladesh: South Asia since 1750",0,,
ASIA,265,Eastern Asia,0,,
ASIA,267,South Asia,1,FC-GLOBAL or FC-POWER,
ASIA,429,Culture and Power in Southeast Asia,1,FC-GLOBAL or FC-VALUES,
ASIA,304,"Sex, Religion, and Violence: Revolutionary Thought in Modern South Asia",0,,
ASIA,240,"Performance in Southeast Asia: Gongs, Punks, and Shadow Plays",0,,
ASIA,284,The Buddhist Tradition: East Asia,1,FC-PAST,
ASIA,272,Modern South Asia,0,,
ASIA,365,Chinese Diaspora in the Asia Pacific,0,,
ASIA,134,Modern East Asia,0,,
ASIA,131,Southeast Asia to the Early 19th Century,0,,
ASIA,151,Literature and Society in Southeast Asia,1,FC-GLOBAL or FC-POWER,
ASIA,252,Popular Culture in Modern Southeast Asia,1,FC-GLOBAL or FC-POWER,
ASIA,285,The Buddhist Tradition: Southeast Asia and Sri Lanka,1,FC-KNOWING or FC-VALUES,
ASIA,164,Music of South Asia,1,FC-AESTH or FC-KNOWING,
ASIA,375,"Memory, Massacres, and Monuments in Southeast Asia",0,,
ASIA,150,Asia: An Introduction,1,FC-GLOBAL or FC-KNOWING,
ASIA,331,Cracking India: Partition and Its Legacy in South Asia,1,FC-GLOBAL or FC-PAST,
ASIA,381,Religions of South Asia,0,,
ASIA,384,Religion and Globalization in Southeast Asia,0,,
ASIA,233,"Drugs, Sex, and Sovereignty in East Asia, 1800-1945",1,FC-PAST or FC-VALUES,
ASIA,482,"Sex, Gender, and Religion in South Asia",0,,
ASIA,387,"Disciplining the Body and Mind: The Martial Arts of East Asia in Religion, History, and Culture",1,FC-GLOBAL or FC-KNOWING,
ASIA,427,Cold War Culture in East Asia: Transnational and Intermedial Connections,1,FC-GLOBAL or FC-VALUES,
ASIA,260,Languages of Southeast Asia,1,FC-GLOBAL,
ASIA,71,"First-Year Seminar: Asia in Iberian Converso Literature, 1500s-1650s",0,,
ASIA,331H,Cracking India: Partition and Its Legacy in South Asia,1,FC-GLOBAL or FC-PAST,
ASIA,132,Modern Southeast Asia,1,FC-GLOBAL or FC-PAST,
ASIA,167,"Gender, Sexuality, and Social Justice in South Asia",1,FC-POWER or FC-VALUES,
ASIA,360,Contemporary Asian American Literature and Theory,1,FC-AESTH or FC-POWER,
ASIA,181,Modern Muslim Societies,1,FC-GLOBAL or FC-PAST,
ASIA,283,Chairman Mao's China in World History,1,FC-PAST,
ASIA,139,History of Muslim Societies since 1500,1,FC-PAST,
ASIA,183,Asian Religions,1,FC-GLOBAL or FC-KNOWING,
ASIA,281,"The Pacific War, 1937-1945: Its Causes and Legacy",0,,
ASIA,445,Asian Religions in America,0,,
ASIA,300,"The Buddhist Tradition: India, Nepal, and Tibet",1,FC-KNOWING or FC-VALUES,
ASIA,277,The Conflict over Israel/Palestine,1,FC-GLOBAL or FC-PAST,
ASIA,302,Modern Japanese Religions,1,FC-KNOWING,
ASIA,180,Introduction to Islamic Civilization,1,FC-KNOWING or FC-PAST,
ASIA,330,"Melancholy Japan: Myth, Memory, and Everyday Life",1,FC-GLOBAL or FC-KNOWING,
ASIA,287,Modern Japan,0,,
ASIA,133,Introduction to Chinese History,1,FC-GLOBAL or FC-PAST,
ASIA,138,History of Muslim Societies to 1500,0,,
ASIA,288,Japan in the 20th Century,0,,
ASIA,390,Seminar in Asian Studies,0,,
ASIA,496,Independent Readings,0,,
ASIA,490,Advanced Topics in Asian Studies,0,,
ASIA,350,The Asian American Experience,1,FC-PAST or FC-POWER,
ASIA,262,"Nation, Film, and Novel in Modern India",1,FC-AESTH or FC-PAST,
ASIA,163,Hindi-Urdu Poetry in Performance,1,FC-KNOWING or FC-PAST,
ASIA,469,Asian Economic Systems,1,FC-GLOBAL,
ASIA,135,History of the Indian Subcontinent to 1750,1,FC-KNOWING or FC-PAST,
ASIA,60,First-Year Seminar: Israeli Culture and Society: Collective Memories and Fragmented Identities,1,FC-GLOBAL or FC-POWER,
ASIA,380,Almost Despicable Heroines in Japanese and Western Literature,1,FC-AESTH or FC-GLOBAL,
ASIA,379,"Cowboys, Samurai, and Rebels in Film and Fiction",1,FC-AESTH or FC-GLOBAL,
ASIA,483,Cross-Currents in East-West Literature,1,FC-AESTH or FC-GLOBAL,
ASIA,276,The Modern Middle East,1,FC-GLOBAL or FC-PAST,
ASIA,152,Survey of South Asian Cultural History,1,FC-KNOWING or FC-PAST,
ASIA,261,India through Western Eyes,1,FC-GLOBAL or FC-POWER,
ASIA,282,China in the World,1,FC-PAST,
ASIA,453,Global Shangri-La: Tibet in the Modern World,0,,
ASIA,447,"Gender, Space, and Place in the Middle East",0,,
ASIA,52,First-Year Seminar: Food in Chinese Culture,1,FC-AESTH,
ASIA,55,First-Year Seminar: Kung-Fu: The Concept of Heroism in Chinese Culture,1,FC-AESTH or FC-VALUES,
ASIA,56,First-Year Seminar: Writing Women in Modern China,1,FC-AESTH or FC-KNOWING,
ASIA,487,"Mountains, Pilgrimage, and Sacred Places in Japan",0,,
ASIA,488,Shinto in Japanese History,1,FC-GLOBAL or FC-PAST,
ASIA,231,Bollywood Cinema,1,FC-AESTH or FC-KNOWING,
ASIA,301,Premodern Japanese Religions,1,FC-GLOBAL or FC-PAST,
ASIA,303,Chinese Religions,1,FC-GLOBAL or FC-PAST,
ASIA,57,First-Year Seminar: Dis-Orienting the Orient,1,FC-GLOBAL or FC-KNOWING,
ASIA,89,First Year Seminar: Special Topics,0,,
ASIA,59,"First-Year Seminar: Media Masala: Popular Music, TV, and the Internet in Modern India and Pakistan",1,FC-GLOBAL or FC-KNOWING,
ASIA,61,First-Year Seminar: India through the Lens of Master Filmmakers,1,FC-AESTH or FC-GLOBAL,
ASIA,235,"Israeli Cinema: Gender, Nation, and Ethnicity",1,FC-AESTH,
ASIA,333,The Mahabharata: Remembered and Reimagined,1,FC-KNOWING or FC-VALUES,
ASIA,435,The Cinemas of the Middle East and North Africa,1,FC-AESTH or FC-GLOBAL,
ASIA,255,"The Feast in Film, Fiction, and Philosophy",1,FC-AESTH,
ASIA,489,Animals in Japanese Religion,1,FC-GLOBAL or FC-KNOWING,
ASIA,436,"Language, Exile, and Homeland in Zionist Thought and Practice",1,FC-GLOBAL or FC-POWER,
